,流水號,授課對象,課號,班次,課程名稱查看課程大綱，請點選課程名稱,簡介影片,學分,課程識別碼,全/半年,必/選修,授課教師,加選方式,時間教室,總人數,選課限制條件,備註,課程網頁,本學期我預計要選的課程
14729,87761,國際學程,Prog5185,,應用轉譯微生物學,,3,P05EU4140,半年,選修,沈湯龍,3,"一5,6,7,8,9(請洽系所辦)",15,"本校修課人數上限：15人,外系人數限制：5人",本課程以英語授課。每週一789節實驗。欲修課學生需先與授課教師聯繫討論。本課程於3/11-14需至野外採集。與李財坤、丁詩同、曾顯雄、李心予合授本課程英文化程度說明,,
14730,87761,生技學程,Prog5185,,應用轉譯微生物學,,3,P05EU4140,半年,選修,沈湯龍,3,"一5,6,7,8,9(請洽系所辦)",15,"本校修課人數上限：15人,外系人數限制：5人",本課程以英語授課。每週一789節實驗。欲修課學生需先與授課教師聯繫討論。本課程於3/11-14需至野外採集。與李財坤、丁詩同、曾顯雄、李心予合授本課程英文化程度說明,,
14731,16022,生技學程,Prog5172,,分子與細胞生物科技,,3,P05EU4580,半年,選修,蕭培文,3,"一6,7,8,9(請洽系所辦)",10,本校修課人數上限：10人,本課程以英語授課。上課時間：每週一下午2點至5點。上課教室：中研院農科大樓236室。本課程英文化程度說明,,
14732,27570,生技學程,Prog5204,,前瞻生命科學論壇,,2,P05EU4590,半年,選修,丁照棣,1,"三2,3(計資106)",60,本校修課人數上限：60人,本課程以英語授課。與日本京都大學遠距教學。與沈湯龍、李心予、陳示國、周信宏、蔡素宜合授本課程英文化程度說明,,
14733,27570,台大遠距教學,Prog5204,,前瞻生命科學論壇,,2,P05EU4590,半年,選修,丁照棣,1,"三2,3(計資106)",60,本校修課人數上限：60人,本課程以英語授課。與日本京都大學遠距教學。與沈湯龍、李心予、陳示國、周信宏、蔡素宜合授本課程英文化程度說明,,
14734,34540,生技學程,Prog5206,,科學研究、表達與討論,,1,P05EU4600,半年,選修,沈湯龍,1,"第7 週一10,A,B(請洽系所辦) 二10,A,B(請洽系所辦) 三10,A,B(請洽系所辦) 四10,A,B(請洽系所辦) 五10,A,B(請洽系所辦)",25,"限學士班三年級以上,本校修課人數上限：25人",本課程以英語授課。密集課程。與日本京都大學K. Takeyaso、筑波大學R. Ohniwa合開。上課教室：生科館3A教室。與林詩舜、李心予合授本課程英文化程度說明,,
14735,46994,分子醫學學程,Prog5197,,分子醫學專題研究實習二,,4,P07 U0140,半年,選修,李芳仁,2,,30,本校修課人數上限：30人,實習課程。初選不開放。到實驗室學習最新生物技術，選課前請先洽醫學院分醫所辦公室。與周祖述、楊偉勛、湯志永、賴亮全、詹智強、李明學、詹迺立、余明俊、林敬哲、楊鎧鍵、蔡丰喬、鄧述諄、謝松蒼、徐立中、李秀香、潘俊良、劉雅雯、蔡欣祐、張智芬、李建國、繆希椿、顧家,,
14736,23771,知識管理學程,Prog5156,1,知識管理專題,,2,P12 U0010,半年,選修,唐牧群,2,,1,本校修課人數上限：1人,初選不開放。請於開學時徵求知識管理學程教師同意，並至圖資系辦填寫知識管理專題申請書。,,
14737,11320,知識管理學程,Prog5156,2,知識管理專題,,2,P12 U0010,半年,選修,,,,1,本校修課人數上限：1人,請於開學時徵求知識管理學程教師同意，並至圖資系辦填寫知識管理專題,,
14738,66836,知識管理學程,Prog5156,3,知識管理專題,,2,P12 U0010,半年,選修,,,,1,本校修課人數上限：1人,請於開學時徵求知識管理學程教師同意，並至圖資系辦填寫知識管理專題,,
14739,41845,知識管理學程,Prog5156,4,知識管理專題,,2,P12 U0010,半年,選修,,,,1,本校修課人數上限：1人,請於開學時徵求知識管理學程教師同意，並至圖資系辦填寫知識管理專題,,
14740,50885,知識管理學程,Prog5156,5,知識管理專題,,2,P12 U0010,半年,選修,,,,1,本校修課人數上限：1人,請於開學時徵求知識管理學程教師同意，並至圖資系辦填寫知識管理專題,,
14741,24731,知識管理學程,Prog5156,6,知識管理專題,,2,P12 U0010,半年,選修,張郁蔚,2,,1,本校修課人數上限：1人,初選不開放。請於開學時徵求知識管理學程教師同意，並至圖資系辦填寫知識管理專題申請書。,,
14742,64789,老人長照學程,Prog5740,,老人與長期照護導論,,2,P35 U0100,半年,必修,張念慈,2,"三9,10(基醫406)",30(含開放臺大系統人數:4),本校修課人數上限：26人,老人與長期照護學程必修課程。與楊培珊、高碧霞、羅美芳、蕭妃秀、黃正雅、毛慧芬、陳律言、陳彥元合授,,
14743,64789,物治系,Prog5740,,老人與長期照護導論,,2,P35 U0100,半年,選修,張念慈,2,"三9,10(基醫406)",30(含開放臺大系統人數:4),本校修課人數上限：26人,與楊培珊、高碧霞、羅美芳、蕭妃秀、黃正雅、毛慧芬、陳律言、陳彥元合授,,
14744,64789,物治所,Prog5740,,老人與長期照護導論,,2,P35 U0100,半年,選修,張念慈,2,"三9,10(基醫406)",30(含開放臺大系統人數:4),本校修課人數上限：26人,老人與長期照護學程必修課程與楊培珊、高碧霞、羅美芳、蕭妃秀、黃正雅、毛慧芬、陳律言、陳彥元合授,,
14745,64789,物治系,Prog5740,,老人與長期照護導論,,2,P35 U0100,半年,選修,張念慈,2,"三9,10(基醫406)",30(含開放臺大系統人數:4),本校修課人數上限：26人,老人與長期照護學程必修課程。與楊培珊、高碧霞、羅美芳、蕭妃秀、黃正雅、毛慧芬、陳律言、陳彥元合授,,
14746,64789,物治所,Prog5740,,老人與長期照護導論,,2,P35 U0100,半年,選修,張念慈,2,"三9,10(基醫406)",30(含開放臺大系統人數:4),本校修課人數上限：26人,老人與長期照護學程必修課程與楊培珊、高碧霞、羅美芳、蕭妃秀、黃正雅、毛慧芬、陳律言、陳彥元合授,,
14747,64789,人口學程,Prog5740,,老人與長期照護導論,,2,P35 U0100,半年,選修,張念慈,2,"三9,10(基醫406)",30(含開放臺大系統人數:4),本校修課人數上限：26人,[人口學程] 選修領域(一)人口與健康。與楊培珊、高碧霞、羅美芳、蕭妃秀、黃正雅、毛慧芬、陳律言、陳彥元合授,,
14748,64789,物治系六年制,Prog5740,,老人與長期照護導論,,2,P35 U0100,半年,選修,張念慈,2,"三9,10(基醫406)",30(含開放臺大系統人數:4),本校修課人數上限：26人,與楊培珊、高碧霞、羅美芳、蕭妃秀、黃正雅、毛慧芬、陳律言、陳彥元合授,,
14749,64789,物治系,Prog5740,,老人與長期照護導論,,2,P35 U0100,半年,選修,張念慈,2,"三9,10(基醫406)",30(含開放臺大系統人數:4),本校修課人數上限：26人,老人與長期照護學程必修課程與楊培珊、高碧霞、羅美芳、蕭妃秀、黃正雅、毛慧芬、陳律言、陳彥元合授,,
14750,32188,老人長照學程,Prog5186,,老人與長照跨領域案例分析,,2,P35 U0500,半年,必修,李亞芸,2,"四6,7(請洽系所辦)",20,本校修課人數上限：20人,建議先修科目：「長期照護導論」或「長期照護團隊介入」。上課教室：公衛118R。與張玉玲、楊培珊、趙曉芳、高碧霞、胡文郁、吳佳儀、張念慈、毛慧芬、陳雅美合授,,
14751,32188,人口學程,Prog5186,,老人與長照跨領域案例分析,,2,P35 U0500,半年,選修,李亞芸,2,"四6,7(請洽系所辦)",20,本校修課人數上限：20人,先修科目：長期照護導論或長期照護團隊介入二門課程之一。[人口學程]選修領域（一）人口與健康。與張玉玲、楊培珊、趙曉芳、高碧霞、胡文郁、吳佳儀、張念慈、毛慧芬、陳雅美合授,,
14752,32188,物治系,Prog5186,,老人與長照跨領域案例分析,,2,P35 U0500,半年,選修,李亞芸,2,"四6,7(請洽系所辦)",20,本校修課人數上限：20人,先修科目：長期照護導論或長期照護團隊介入二門課程之一與張玉玲、楊培珊、趙曉芳、高碧霞、胡文郁、吳佳儀、張念慈、毛慧芬、陳雅美合授,,
14753,32188,物治所,Prog5186,,老人與長照跨領域案例分析,,2,P35 U0500,半年,必修,李亞芸,2,"四6,7(請洽系所辦)",20,本校修課人數上限：20人,建議先修科目：「長期照護導論」或「長期照護團隊介入」。與張玉玲、楊培珊、趙曉芳、高碧霞、胡文郁、吳佳儀、張念慈、毛慧芬、陳雅美合授,,
14754,32188,物治所,Prog5186,,老人與長照跨領域案例分析,,2,P35 U0500,半年,必修,李亞芸,2,"四6,7(請洽系所辦)",20,本校修課人數上限：20人,建議先修科目：「長期照護導論」或「長期照護團隊介入」。與張玉玲、楊培珊、趙曉芳、高碧霞、胡文郁、吳佳儀、張念慈、毛慧芬、陳雅美合授,,
14755,32188,物治系六年制,Prog5186,,老人與長照跨領域案例分析,,2,P35 U0500,半年,選修,李亞芸,2,"四6,7(請洽系所辦)",20,本校修課人數上限：20人,教室：公衛118R。建議先修科目：長期照護導論或長期照護團隊介入二門課程之一。與張玉玲、楊培珊、趙曉芳、高碧霞、胡文郁、吳佳儀、張念慈、毛慧芬、陳雅美合授,,
14756,47406,創意創業學程,Prog5103,,組織運作導論,,3,P36 U0900,半年,必修,瞿志豪,2,"四2,3,4(綜604)",50(含開放臺大系統人數:4),本校修課人數上限：46人,領導學程必修課程，並開放全校學生皆可選。創創認列選修課程。,,
14757,47406,領導學程,Prog5103,,組織運作導論,,3,P36 U0900,半年,必修,瞿志豪,2,"四2,3,4(綜604)",50(含開放臺大系統人數:4),本校修課人數上限：46人,領導學程必修課程，並開放全校學生皆可選。,,
14758,78851,領導學程,Prog5097,,進階領導專題(一),,1,P36 U1900,半年,必修,瞿志豪,2,四5(綜604),30(含開放臺大系統人數:2),本校修課人數上限：28人,初選不開放。限領導學程學生修課，授權碼於第一次上課發放，請務必出席。與楊光磊老師合授。,,
14759,79340,領導學程,Prog5163,,進階領導專題(二),,1,P36 U2000,半年,必修,曾雪峰,2,四5(綜202),30(含開放臺大系統人數:2),本校修課人數上限：28人,初選不開放。限領導學程學生修課，授權碼於第一次上課發放，請務必出席。與楊正大老師合授。,,
14760,21307,領導學程,Prog5173,,典範企業運作思維,,3,P36 U2100,半年,選修,許朱勝,2,"五2,3,4(新505)",50(含開放臺大系統人數:4),本校修課人數上限：46人,初選不開放。不限領導學程，全校學生皆可選修。申請方式詳閱領導學程網站及粉專公告。,,
14761,21307,創意創業學程,Prog5173,,典範企業運作思維,,3,P36 U2100,半年,選修,許朱勝,2,"五2,3,4(新505)",50(含開放臺大系統人數:4),本校修課人數上限：46人,初選不開放。兼共同選修。創意創業學程認列選修學分。 申請修習辦法將公告於領導學程網站。,,
14762,31120,創意創業學程,Prog5198,,解決問題理論與實務,,3,P36 U2400,半年,選修,李聖珉,2,"一A,B,C,D(普103)",48(含開放臺大系統人數:4),本校修課人數上限：44人,初選不開放。投遞申請書，接受者，發放授權碼。詳見FB粉專:解決問題理論與實務。創意創業學程認列選修學分,,
14763,31120,領導學程,Prog5198,,解決問題理論與實務,,3,P36 U2400,半年,選修,李聖珉,2,"一A,B,C,D(普103)",48(含開放臺大系統人數:4),本校修課人數上限：44人,初選不開放。申請方式詳閱FB:解決問題理論與實務。兼通識A5*。,,
14764,36605,創意創業學程,Prog5230,,公民教育概論與實踐,,3,P36 U2700,半年,選修,詹魁元,2,"二7,8,9(綜501)",50(含開放臺大系統人數:4),本校修課人數上限：46人,領導學程先修課程，全校學生皆可選修，修畢擇優錄取。曾雪峰老師合授。通識A4、A5。創創認列選修。與曾雪峰合授,,
14765,36605,,Prog5230,,公民教育概論與實踐,,3,P36 U2700,半年,,詹魁元,2,"二7,8,9(綜501)",50(含開放臺大系統人數:4),本校修課人數上限：46人,A45:哲學與道德思考、公民意識與社會分析與曾雪峰合授,,
14766,36605,領導學程,Prog5230,,公民教育概論與實踐,,3,P36 U2700,半年,選修,詹魁元,2,"二7,8,9(綜501)",50(含開放臺大系統人數:4),本校修課人數上限：46人,領導學程先修課程，全校學生皆可選修，修畢得擇優錄取。與曾雪峰老師合授。通識A4、A5。與曾雪峰合授,,
14767,20016,創意創業學程,Prog5240,,藝術與創作,,3,P37 U0230,半年,選修,謝宏達,2,"二6,7,8(綜603)",50(含開放臺大系統人數:2),本校修課人數上限：48人,初選不開放。初選不開放，創意創業學程學生優先選課。第一次上課發放授權碼，請準時出席。,,
14768,56443,創意創業學程,Prog5242,,新世代創新創業的機會與挑戰,,3,P37 U0250,半年,選修,王崇智,2,"三7,8,9(普102)",100(含開放臺大系統人數:20),本校修課人數上限：80人,,,
14769,75179,創意創業學程,Prog5243,,創新服務商業模式設計,,3,P37 U0260,半年,選修,賴宏誌,2,"四6,7,8(綜503)",50(含開放臺大系統人數:2),本校修課人數上限：48人,初選不開放。創意創業學程學生優先選課。第一次上課發授權碼。,,
14770,43801,創意創業學程,Prog5244,,創業專題研究與討論,,1,P37 U0270,半年,選修,王韋中,2,"第1,3,6,10,13,15 週二A,B,C(普102)",10,本校修課人數上限：10人,初選不開放。密集課程。須是創業中或具體創業計畫，或參與創業比賽者。第一堂課須說明該創業題目。,,
14771,66833,創意創業學程,Prog5208,,國際青年創業專案,,2,P37 U03A0,半年,選修,林晉玄,2,"三8,9(綜502)",40(含開放臺大系統人數:2),本校修課人數上限：38人,初選不開放。修課資格為今年YEF錄取學生。需於第一堂課領授權碼。,,
14772,36022,創意創業學程,Prog2092,,創意創業核心課程(二),,3,P37 U0910,半年,必修,陳炳宇,2,"一7,8,9(請洽系所辦)",60(含開放臺大系統人數:2),本校修課人數上限：58人,"初選不開放。限審核過之創意創業學程學生修習,非本學程學生請勿選修。第一次上課發授權碼。課程資訊教室另行公告。與郭佳瑋、林晉玄合授",,
14773,33015,創意創業學程,Prog2082,,創意創業專題討論與實踐二,,2,P37 U0C00,半年,必修,陳炳宇,2,"一A,B(普101)",60(含開放臺大系統人數:2),本校修課人數上限：58人,"初選不開放。限創意創業學程學生修習,非本學程學生請勿選修。第一次上課發放授權碼。相關課程資訊另行公告。與郭佳瑋、林晉玄合授",,
14774,68381,數量財務學程,Prog5227,,金融交易模擬與實務,,3,P41 U0600,半年,選修,張森林,2,"一A,B,C(管一103)",100(含開放臺大系統人數:50),本校修課人數上限：50人,初選不開放。限已申請到學程資格者修課。第一週發授權碼，本校生以授權碼加選，校際聯盟限已錄取學程者網路選課。,,
